0.7043,0.04615,0.02214,2.252,0.008699,0.01505
0.8207,-0.2042,0.05472,2.282,0.023,0.01212
0.7391,-0.3546,-0.2092,2.255,0.06806,0.01184
1.746,-0.1904,-0.1368,2.266,0.04523,0.03103
1.389,-0.06377,-0.04678,2.25,0.07237,0.02039
1.749,-0.1758,0.09657,2.257,0.05818,0.03099
1.582,-0.3733,0.1288,2.283,0.05016,0.03326
1.755,-0.03732,0.03218,2.299,0.05199,0.03446
1.418,-0.3185,-0.08706,2.302,0.06734,0.02095
1.39,-0.06755,0.2453,2.265,0.01634,0.06007
2.044,-0.01692,0.1638,2.26,0.03445,0.06809
1.274,-0.1952,0.2513,2.289,0.01415,0.05292
1.803,-0.1836,0.278,2.279,0.02513,0.0573
1.954,-0.0636,0.07494,2.283,0.03696,0.06153
1.944,-0.07248,0.1116,2.278,0.04535,0.04558
1.972,-0.07885,0.1029,2.283,0.04189,0.07112
1.45,-0.0861,0.1474,2.253,0.09352,0.02944
1.467,-0.2121,0.1245,2.297,0.08265,0.02926
0.9802,-0.3926,-0.08802,2.263,0.1288,0.01781
0.6956,-0.6383,-0.09599,2.284,0.1293,0.0117
1.224,-0.6186,0.1346,2.27,0.1411,0.02771
1.988,-0.144,0.163,2.252,0.09707,0.07485
1.953,-0.1905,0.1069,2.296,0.1134,0.04618
1.79,-0.1036,0.1126,2.251,0.1341,0.04031
1.924,-0.186,0.1369,2.259,0.116,0.05603
1.981,-0.1855,0.07897,2.266,0.1338,0.06142
1.908,-0.2303,0.06863,2.269,0.1266,0.05324
1.972,-0.1923,0.1016,2.272,0.1155,0.06922
1.429,-0.01187,0.2608,2.257,0.02094,0.07785
1.471,-0.06722,0.1656,2.292,0.01518,0.08099
1.811,-0.1647,0.2113,2.294,0.02379,0.09648
1.967,-0.06763,0.1521,2.256,0.05778,0.08352
2.007,0.009545,0.1253,2.251,0.04473,0.1032
1.987,-0.08845,0.1362,2.268,0.06213,0.09591
1.999,-0.05682,0.1339,2.297,0.03873,0.1073
1.846,-0.03597,0.2795,2.25,0.02888,0.1339
1.944,-0.1112,0.1717,2.272,0.03671,0.1324
1.718,-0.09838,0.4027,2.302,0.02285,0.1198
2.029,-0.05673,0.1223,2.264,0.06409,0.1227
1.994,-0.03093,0.1115,2.292,0.04578,0.1217
2.046,-0.08482,0.1198,2.289,0.04691,0.1415
1.937,-0.01244,0.1238,2.275,0.05832,0.1372
2.037,-0.04333,0.1119,2.278,0.06455,0.1421
1.999,-0.1175,0.1426,2.257,0.09634,0.1151
2.004,-0.0988,0.1545,2.296,0.08349,0.09506
